"Orthogroup" "dana_prot" "dmel_prot" "dmoj_prot" "dper_prot" "dpse_prot" "dvir_prot" "dwil_prot" "dyak_prot"
"1836" "OG0003837" "YOgnAN08351" "YOgnME04211" "YOgnMO03985" "YOgnPE11202" "YOgnPS06586" "YOgnVI04335" "YOgnWI03417" "YOgnYA05498"
"1837" "OG0003838" "YOgnAN08360" "YOgnME04202" "YOgnMO03980" "YOgnPE11210" "YOgnPS06594" "YOgnVI04340" "YOgnWI00455" "YOgnYA05508"
"1838" "OG0003839" "YOgnAN08373" "YOgnME04921" "YOgnMO04177" "YOgnPE10904" "YOgnPS06555" "YOgnVI03325" "YOgnWI06004" "YOgnYA04295"
"1839" "OG0003840" "YOgnAN08375" "YOgnME04919" "YOgnMO04174" "YOgnPE10906" "YOgnPS06557" "YOgnVI03322" "YOgnWI06002" "YOgnYA04292"
"1840" "OG0003841" "YOgnAN08380" "YOgnME04913" "YOgnMO04169" "YOgnPE10911" "YOgnPS06562" "YOgnVI03316" "YOgnWI03500" "YOgnYA04285"
"1841" "OG0003842" "YOgnAN08389" "YOgnME04914" "YOgnMO04170" "YOgnPE10910" "YOgnPS06561" "YOgnVI03317" "YOgnWI03499" "YOgnYA04286"
"1842" "OG0003843" "YOgnAN08390" "YOgnME04910" "YOgnMO03166" "YOgnPE11537" "YOgnPS04328" "YOgnVI05091" "YOgnWI14909" "YOgnYA04276"
"1843" "OG0003844" "YOgnAN08398" "YOgnME04903" "YOgnMO03509" "YOgnPE06528" "YOgnPS04319" "YOgnVI04918" "YOgnWI02720" "YOgnYA04269"
"1844" "OG0003845" "YOgnAN08408" "YOgnME04893" "YOgnMO03537" "YOgnPE06518" "YOgnPS04309" "YOgnVI14668" "YOgnWI02729" "YOgnYA04260"
"1845" "OG0003846" "YOgnAN08409" "YOgnME05708" "YOgnMO04903" "YOgnPE10391" "YOgnPS06467" "YOgnVI05323" "YOgnWI00639" "YOgnYA04991"
"1846" "OG0003847" "YOgnAN08414" "YOgnME05712" "YOgnMO04567" "YOgnPE06259" "YOgnPS04050" "YOgnVI04996" "YOgnWI02619" "YOgnYA04996"
"1847" "OG0003849" "YOgnAN08416" "YOgnME05714" "YOgnMO04659" "YOgnPE06257" "YOgnPS04048" "YOgnVI04998" "YOgnWI02617" "YOgnYA04998"
"1848" "OG0003850" "YOgnAN08420" "YOgnME05718" "YOgnMO04943" "YOgnPE06253" "YOgnPS04044" "YOgnVI03293" "YOgnWI08955" "YOgnYA05002"
"1849" "OG0003851" "YOgnAN08421" "YOgnME05720" "YOgnMO04945" "YOgnPE07013" "YOgnPS05573" "YOgnVI03292" "YOgnWI14778" "YOgnYA05003"
"1850" "OG0003852" "YOgnAN08423" "YOgnME04294" "YOgnMO05607" "YOgnPE06332" "YOgnPS04118" "YOgnVI03150" "YOgnWI02699" "YOgnYA05452"
"1851" "OG0003853" "YOgnAN08425" "YOgnME04292" "YOgnMO03666" "YOgnPE06330" "YOgnPS04116" "YOgnVI04766" "YOgnWI03152" "YOgnYA05454"
"1852" "OG0003854" "YOgnAN08452" "YOgnME06471" "YOgnMO04685" "YOgnPE06949" "YOgnPS05514" "YOgnVI05025" "YOgnWI02625" "YOgnYA05481"
"1853" "OG0003855" "YOgnAN08458" "YOgnME06477" "YOgnMO04909" "YOgnPE10385" "YOgnPS06473" "YOgnVI05329" "YOgnWI00634" "YOgnYA05677"
"1854" "OG0003856" "YOgnAN08459" "YOgnME06478" "YOgnMO04743" "YOgnPE10384" "YOgnPS06474" "YOgnVI05174" "YOgnWI00633" "YOgnYA05678"
"1855" "OG0003857" "YOgnAN08465" "YOgnME06482" "YOgnMO05610" "YOgnPE16316" "YOgnPS05080" "YOgnVI04576" "YOgnWI02154" "YOgnYA05683"
"1856" "OG0003858" "YOgnAN08466" "YOgnME06483" "YOgnMO05611" "YOgnPE16317" "YOgnPS05079" "YOgnVI04577" "YOgnWI02153" "YOgnYA05684"
"1857" "OG0003859" "YOgnAN08474" "YOgnME06490" "YOgnMO05620" "YOgnPE06803" "YOgnPS05371" "YOgnVI04586" "YOgnWI02147" "YOgnYA05693"
"1858" "OG0003860" "YOgnAN08475" "YOgnME06491" "YOgnMO05621" "YOgnPE06804" "YOgnPS05372" "YOgnVI04587" "YOgnWI02146" "YOgnYA05694"
"1859" "OG0003861" "YOgnAN08479" "YOgnME06495" "YOgnMO03971" "YOgnPE06167" "YOgnPS03964" "YOgnVI04350" "YOgnWI02142" "YOgnYA05698"
"1860" "OG0003862" "YOgnAN08480" "YOgnME05362" "YOgnMO03025" "YOgnPE11864" "YOgnPS04559" "YOgnVI05407" "YOgnWI03315" "YOgnYA02740"
"1861" "OG0003864" "YOgnAN08504" "YOgnME05861" "YOgnMO03189" "YOgnPE06213" "YOgnPS04012" "YOgnVI03775" "YOgnWI00678" "YOgnYA04003"
"1862" "OG0003865" "YOgnAN08505" "YOgnME05862" "YOgnMO03188" "YOgnPE06212" "YOgnPS04011" "YOgnVI03774" "YOgnWI00900" "YOgnYA04002"
"1863" "OG0003866" "YOgnAN08506" "YOgnME05863" "YOgnMO03187" "YOgnPE06211" "YOgnPS04010" "YOgnVI03773" "YOgnWI00710" "YOgnYA04001"
"1864" "OG0003867" "YOgnAN08509" "YOgnME05866" "YOgnMO03185" "YOgnPE06210" "YOgnPS04009" "YOgnVI03771" "YOgnWI00709" "YOgnYA03997"
"1865" "OG0003868" "YOgnAN08513" "YOgnME05872" "YOgnMO04324" "YOgnPE06205" "YOgnPS04004" "YOgnVI00207" "YOgnWI02903" "YOgnYA03992"
"1866" "OG0003869" "YOgnAN08515" "YOgnME05878" "YOgnMO04890" "YOgnPE06203" "YOgnPS04001" "YOgnVI05310" "YOgnWI02905" "YOgnYA03987"
"1867" "OG0003870" "YOgnAN08516" "YOgnME05879" "YOgnMO04891" "YOgnPE06202" "YOgnPS04000" "YOgnVI05312" "YOgnWI02458" "YOgnYA03986"
"1868" "OG0003871" "YOgnAN08517" "YOgnME05880" "YOgnMO04892" "YOgnPE06200" "YOgnPS03998" "YOgnVI05313" "YOgnWI02910" "YOgnYA03983"
"1869" "OG0003872" "YOgnAN08519" "YOgnME05881" "YOgnMO04893" "YOgnPE06199" "YOgnPS03997" "YOgnVI05314" "YOgnWI02460" "YOgnYA03981"
"1870" "OG0003873" "YOgnAN08522" "YOgnME05883" "YOgnMO04895" "YOgnPE06197" "YOgnPS03995" "YOgnVI05316" "YOgnWI02915" "YOgnYA03978"
"1871" "OG0003874" "YOgnAN08534" "YOgnME06644" "YOgnMO05010" "YOgnPE10840" "YOgnPS05110" "YOgnVI04605" "YOgnWI02241" "YOgnYA05843"
"1872" "OG0003875" "YOgnAN08535" "YOgnME06645" "YOgnMO04792" "YOgnPE10839" "YOgnPS05109" "YOgnVI03956" "YOgnWI02384" "YOgnYA05844"
"1873" "OG0003876" "YOgnAN08539" "YOgnME06649" "YOgnMO03265" "YOgnPE10499" "YOgnPS05019" "YOgnVI03852" "YOgnWI07950" "YOgnYA05848"
"1874" "OG0003877" "YOgnAN08545" "YOgnME05190" "YOgnMO04394" "YOgnPE06106" "YOgnPS03904" "YOgnVI04226" "YOgnWI06146" "YOgnYA02584"
"1875" "OG0003878" "YOgnAN08546" "YOgnME05191" "YOgnMO04395" "YOgnPE06105" "YOgnPS03903" "YOgnVI04227" "YOgnWI02442" "YOgnYA02585"
"1876" "OG0003879" "YOgnAN08549" "YOgnME05195" "YOgnMO04231" "YOgnPE07249" "YOgnPS04750" "YOgnVI01690" "YOgnWI03208" "YOgnYA02589"
"1877" "OG0003880" "YOgnAN08551" "YOgnME05197" "YOgnMO04232" "YOgnPE07251" "YOgnPS04748" "YOgnVI01689" "YOgnWI03210" "YOgnYA02591"
"1878" "OG0003881" "YOgnAN08554" "YOgnME05201" "YOgnMO04236" "YOgnPE07255" "YOgnPS04744" "YOgnVI00231" "YOgnWI03214" "YOgnYA02595"
"1879" "OG0003882" "YOgnAN08556" "YOgnME05203" "YOgnMO04793" "YOgnPE07052" "YOgnPS05609" "YOgnVI03955" "YOgnWI03552" "YOgnYA02597"
"1880" "OG0003883" "YOgnAN08560" "YOgnME05207" "YOgnMO04732" "YOgnPE07056" "YOgnPS05613" "YOgnVI05074" "YOgnWI02951" "YOgnYA02601"
"1881" "OG0003884" "YOgnAN08562" "YOgnME05210" "YOgnMO04733" "YOgnPE07058" "YOgnPS05615" "YOgnVI05075" "YOgnWI02953" "YOgnYA02603"
"1882" "OG0003885" "YOgnAN08566" "YOgnME05214" "YOgnMO03095" "YOgnPE07060" "YOgnPS05620" "YOgnVI05078" "YOgnWI14667" "YOgnYA02606"
"1883" "OG0003886" "YOgnAN08568" "YOgnME05216" "YOgnMO03093" "YOgnPE07062" "YOgnPS05621" "YOgnVI05080" "YOgnWI14665" "YOgnYA02607"
"1884" "OG0003887" "YOgnAN08575" "YOgnME05222" "YOgnMO03170" "YOgnPE11544" "YOgnPS04333" "YOgnVI05086" "YOgnWI14905" "YOgnYA02613"
"1885" "OG0003888" "YOgnAN08578" "YOgnME05227" "YOgnMO03167" "YOgnPE11538" "YOgnPS04329" "YOgnVI05090" "YOgnWI14908" "YOgnYA02617"
"1886" "OG0003889" "YOgnAN08581" "YOgnME03472" "YOgnMO03313" "YOgnPE12848" "YOgnPS06112" "YOgnVI04008" "YOgnWI00408" "YOgnYA01125"
"1887" "OG0003890" "YOgnAN08583" "YOgnME03469" "YOgnMO04238" "YOgnPE12851" "YOgnPS06114" "YOgnVI01810" "YOgnWI00410" "YOgnYA01122"
"1888" "OG0003891" "YOgnAN08584" "YOgnME05632" "YOgnMO04482" "YOgnPE06756" "YOgnPS05332" "YOgnVI02928" "YOgnWI13085" "YOgnYA03304"
"1889" "OG0003892" "YOgnAN08585" "YOgnME05633" "YOgnMO04483" "YOgnPE07220" "YOgnPS04775" "YOgnVI02927" "YOgnWI13954" "YOgnYA03303"
"1890" "OG0003893" "YOgnAN08590" "YOgnME05639" "YOgnMO04487" "YOgnPE05968" "YOgnPS03769" "YOgnVI02922" "YOgnWI09036" "YOgnYA03299"
"1891" "OG0003894" "YOgnAN08595" "YOgnME05643" "YOgnMO04490" "YOgnPE05964" "YOgnPS03763" "YOgnVI02918" "YOgnWI08870" "YOgnYA03295"
"1892" "OG0003895" "YOgnAN08597" "YOgnME05645" "YOgnMO04492" "YOgnPE05961" "YOgnPS03761" "YOgnVI02916" "YOgnWI09041" "YOgnYA03293"
"1893" "OG0003896" "YOgnAN08599" "YOgnME05649" "YOgnMO04965" "YOgnPE07231" "YOgnPS04764" "YOgnVI03033" "YOgnWI00375" "YOgnYA03288"
"1894" "OG0003897" "YOgnAN08604" "YOgnME05655" "YOgnMO04197" "YOgnPE12109" "YOgnPS05808" "YOgnVI14716" "YOgnWI03426" "YOgnYA03285"
"1895" "OG0003898" "YOgnAN08605" "YOgnME05656" "YOgnMO04196" "YOgnPE12111" "YOgnPS05811" "YOgnVI14717" "YOgnWI03425" "YOgnYA03284"
"1896" "OG0003899" "YOgnAN08612" "YOgnME05667" "YOgnMO05129" "YOgnPE12170" "YOgnPS04842" "YOgnVI03575" "YOgnWI03709" "YOgnYA03275"
"1897" "OG0003900" "YOgnAN08623" "YOgnME05680" "YOgnMO03789" "YOgnPE12181" "YOgnPS04830" "YOgnVI04648" "YOgnWI08820" "YOgnYA03262"
"1898" "OG0003901" "YOgnAN08625" "YOgnME05682" "YOgnMO03788" "YOgnPE12183" "YOgnPS04828" "YOgnVI04649" "YOgnWI03216" "YOgnYA03260"
"1899" "OG0003902" "YOgnAN08630" "YOgnME05685" "YOgnMO05501" "YOgnPE12106" "YOgnPS05804" "YOgnVI03259" "YOgnWI09011" "YOgnYA03257"
"1900" "OG0003903" "YOgnAN08635" "YOgnME05690" "YOgnMO05509" "YOgnPE12782" "YOgnPS04655" "YOgnVI03255" "YOgnWI02329" "YOgnYA03252"
"1901" "OG0003904" "YOgnAN08637" "YOgnME05383" "YOgnMO03161" "YOgnPE12780" "YOgnPS04653" "YOgnVI05096" "YOgnWI14914" "YOgnYA02755"
"1902" "OG0003905" "YOgnAN08640" "YOgnME04114" "YOgnMO03158" "YOgnPE12777" "YOgnPS04650" "YOgnVI05099" "YOgnWI14918" "YOgnYA05589"
"1903" "OG0003906" "YOgnAN08641" "YOgnME04112" "YOgnMO03157" "YOgnPE12776" "YOgnPS04649" "YOgnVI05100" "YOgnWI14919" "YOgnYA05590"
"1904" "OG0003907" "YOgnAN08644" "YOgnME05312" "YOgnMO02784" "YOgnPE11621" "YOgnPS06272" "YOgnVI01716" "YOgnWI15057" "YOgnYA02696"
"1905" "OG0003908" "YOgnAN08646" "YOgnME03691" "YOgnMO04476" "YOgnPE06377" "YOgnPS04161" "YOgnVI02934" "YOgnWI02752" "YOgnYA01332"
"1906" "OG0003909" "YOgnAN08652" "YOgnME04450" "YOgnMO04555" "YOgnPE06370" "YOgnPS04154" "YOgnVI05355" "YOgnWI00737" "YOgnYA05310"
"1907" "OG0003910" "YOgnAN08653" "YOgnME04449" "YOgnMO04556" "YOgnPE06369" "YOgnPS04153" "YOgnVI05356" "YOgnWI00736" "YOgnYA05311"
"1908" "OG0003911" "YOgnAN08660" "YOgnME04441" "YOgnMO04562" "YOgnPE06362" "YOgnPS04147" "YOgnVI05363" "YOgnWI00730" "YOgnYA05319"
"1909" "OG0003912" "YOgnAN08664" "YOgnME04435" "YOgnMO04688" "YOgnPE06888" "YOgnPS05454" "YOgnVI05028" "YOgnWI00725" "YOgnYA05323"
"1910" "OG0003913" "YOgnAN08681" "YOgnME05424" "YOgnMO03096" "YOgnPE12003" "YOgnPS09503" "YOgnVI05164" "YOgnWI04211" "YOgnYA02993"
"1911" "OG0003914" "YOgnAN08682" "YOgnME05425" "YOgnMO04736" "YOgnPE12004" "YOgnPS04927" "YOgnVI05166" "YOgnWI02222" "YOgnYA02992"
"1912" "OG0003915" "YOgnAN08684" "YOgnME05428" "YOgnMO04738" "YOgnPE12006" "YOgnPS04925" "YOgnVI05168" "YOgnWI02220" "YOgnYA02990"
"1913" "OG0003916" "YOgnAN08687" "YOgnME05431" "YOgnMO03494" "YOgnPE12009" "YOgnPS04922" "YOgnVI04935" "YOgnWI00750" "YOgnYA02987"
"1914" "OG0003917" "YOgnAN08688" "YOgnME05433" "YOgnMO03492" "YOgnPE12011" "YOgnPS04920" "YOgnVI04937" "YOgnWI03539" "YOgnYA02986"
"1915" "OG0003918" "YOgnAN08690" "YOgnME05435" "YOgnMO03490" "YOgnPE12013" "YOgnPS04918" "YOgnVI04939" "YOgnWI14776" "YOgnYA02984"
"1916" "OG0003919" "YOgnAN08691" "YOgnME05436" "YOgnMO03629" "YOgnPE12833" "YOgnPS06095" "YOgnVI04804" "YOgnWI00776" "YOgnYA02983"
"1917" "OG0003920" "YOgnAN08693" "YOgnME05438" "YOgnMO03628" "YOgnPE12835" "YOgnPS06097" "YOgnVI04805" "YOgnWI00772" "YOgnYA02981"
"1918" "OG0003921" "YOgnAN08695" "YOgnME05355" "YOgnMO03572" "YOgnPE12836" "YOgnPS06098" "YOgnVI04866" "YOgnWI00771" "YOgnYA02732"
"1919" "OG0003922" "YOgnAN08697" "YOgnME03412" "YOgnMO04611" "YOgnPE05987" "YOgnPS03789" "YOgnVI03905" "YOgnWI06063" "YOgnYA01078"
"1920" "OG0003923" "YOgnAN08698" "YOgnME03411" "YOgnMO04613" "YOgnPE05985" "YOgnPS03788" "YOgnVI03904" "YOgnWI06064" "YOgnYA01077"
"1921" "OG0003924" "YOgnAN08702" "YOgnME03409" "YOgnMO04616" "YOgnPE05983" "YOgnPS03786" "YOgnVI03901" "YOgnWI06066" "YOgnYA01075"
"1922" "OG0003925" "YOgnAN08709" "YOgnME03400" "YOgnMO04623" "YOgnPE05975" "YOgnPS03778" "YOgnVI03894" "YOgnWI14865" "YOgnYA01068"
"1923" "OG0003926" "YOgnAN08712" "YOgnME03398" "YOgnMO03619" "YOgnPE10496" "YOgnPS05022" "YOgnVI04814" "YOgnWI03493" "YOgnYA01065"
"1924" "OG0003927" "YOgnAN08714" "YOgnME03396" "YOgnMO05312" "YOgnPE10836" "YOgnPS05106" "YOgnVI03370" "YOgnWI02317" "YOgnYA01063"
"1925" "OG0003928" "YOgnAN08715" "YOgnME03395" "YOgnMO05568" "YOgnPE10882" "YOgnPS06535" "YOgnVI03196" "YOgnWI02168" "YOgnYA01061"
"1926" "OG0003930" "YOgnAN08740" "YOgnME10620" "YOgnMO05599" "YOgnPE06637" "YOgnPS05222" "YOgnVI03158" "YOgnWI03257" "YOgnYA09643"
"1927" "OG0003931" "YOgnAN08742" "YOgnME03369" "YOgnMO02892" "YOgnPE12465" "YOgnPS06067" "YOgnVI01783" "YOgnWI06184" "YOgnYA02874"
"1928" "OG0003932" "YOgnAN08746" "YOgnME03365" "YOgnMO02889" "YOgnPE12468" "YOgnPS06072" "YOgnVI01788" "YOgnWI02965" "YOgnYA02878"
"1929" "OG0003933" "YOgnAN08753" "YOgnME03357" "YOgnMO02874" "YOgnPE11684" "YOgnPS06295" "YOgnVI00119" "YOgnWI00399" "YOgnYA02883"
"1930" "OG0003936" "YOgnAN08765" "YOgnME05031" "YOgnMO03519" "YOgnPE12732" "YOgnPS10251" "YOgnVI04908" "YOgnWI02738" "YOgnYA14941"
"1931" "OG0003937" "YOgnAN08798" "YOgnME16094" "YOgnMO02386" "YOgnPE05405" "YOgnPS09939" "YOgnVI08690" "YOgnWI11717" "YOgnYA14225"
"1932" "OG0003938" "YOgnAN08802" "YOgnME16123" "YOgnMO00616" "YOgnPE07835" "YOgnPS13243" "YOgnVI00344" "YOgnWI11547" "YOgnYA14251"
"1933" "OG0003939" "YOgnAN08807" "YOgnME15747" "YOgnMO02576" "YOgnPE04152" "YOgnPS11484" "YOgnVI09034" "YOgnWI11067" "YOgnYA14692"
"1934" "OG0003940" "YOgnAN08810" "YOgnME15744" "YOgnMO01980" "YOgnPE04582" "YOgnPS11488" "YOgnVI08922" "YOgnWI11069" "YOgnYA14690"
"1935" "OG0003942" "YOgnAN08816" "YOgnME15845" "YOgnMO02196" "YOgnPE14314" "YOgnPS13643" "YOgnVI08908" "YOgnWI12053" "YOgnYA13220"
"1936" "OG0003943" "YOgnAN08818" "YOgnME14755" "YOgnMO02194" "YOgnPE14318" "YOgnPS13645" "YOgnVI08906" "YOgnWI12049" "YOgnYA13042"
"1937" "OG0003944" "YOgnAN08820" "YOgnME14757" "YOgnMO02014" "YOgnPE14319" "YOgnPS13647" "YOgnVI09048" "YOgnWI11197" "YOgnYA13044"
"1938" "OG0003945" "YOgnAN08822" "YOgnME15962" "YOgnMO02152" "YOgnPE14321" "YOgnPS13648" "YOgnVI08814" "YOgnWI11358" "YOgnYA14117"
"1939" "OG0003946" "YOgnAN08827" "YOgnME16188" "YOgnMO02078" "YOgnPE14329" "YOgnPS13655" "YOgnVI08539" "YOgnWI15316" "YOgnYA14554"
"1940" "OG0003947" "YOgnAN08828" "YOgnME16187" "YOgnMO02077" "YOgnPE14330" "YOgnPS13656" "YOgnVI08540" "YOgnWI15317" "YOgnYA14553"
"1941" "OG0003948" "YOgnAN08831" "YOgnME16181" "YOgnMO01884" "YOgnPE14334" "YOgnPS13662" "YOgnVI08549" "YOgnWI11316" "YOgnYA14550"
"1942" "OG0003949" "YOgnAN08847" "YOgnME15680" "YOgnMO02597" "YOgnPE04636" "YOgnPS11546" "YOgnVI09009" "YOgnWI07308" "YOgnYA13347"
"1943" "OG0003950" "YOgnAN08849" "YOgnME16483" "YOgnMO02599" "YOgnPE04639" "YOgnPS11548" "YOgnVI09006" "YOgnWI07310" "YOgnYA14813"
"1944" "OG0003951" "YOgnAN08851" "YOgnME16478" "YOgnMO02601" "YOgnPE04642" "YOgnPS11550" "YOgnVI09002" "YOgnWI03929" "YOgnYA14810"
"1945" "OG0003952" "YOgnAN08859" "YOgnME16469" "YOgnMO02606" "YOgnPE04649" "YOgnPS13583" "YOgnVI08998" "YOgnWI15140" "YOgnYA14804"
"1946" "OG0003953" "YOgnAN08868" "YOgnME16459" "YOgnMO02342" "YOgnPE04656" "YOgnPS13575" "YOgnVI08742" "YOgnWI11400" "YOgnYA14795"
"1947" "OG0003955" "YOgnAN08878" "YOgnME15411" "YOgnMO02654" "YOgnPE04272" "YOgnPS11926" "YOgnVI08604" "YOgnWI11457" "YOgnYA12892"
"1948" "OG0003956" "YOgnAN08882" "YOgnME15415" "YOgnMO02660" "YOgnPE04278" "YOgnPS11931" "YOgnVI08600" "YOgnWI11452" "YOgnYA12888"
"1949" "OG0003957" "YOgnAN08887" "YOgnME14521" "YOgnMO02533" "YOgnPE04689" "YOgnPS11937" "YOgnVI08519" "YOgnWI11620" "YOgnYA13604"
"1950" "OG0003958" "YOgnAN08888" "YOgnME14520" "YOgnMO05692" "YOgnPE04690" "YOgnPS11938" "YOgnVI01286" "YOgnWI11621" "YOgnYA13603"
"1951" "OG0003959" "YOgnAN08890" "YOgnME14518" "YOgnMO02574" "YOgnPE04691" "YOgnPS11939" "YOgnVI09036" "YOgnWI11622" "YOgnYA13602"
"1952" "OG0003960" "YOgnAN08895" "YOgnME14612" "YOgnMO01766" "YOgnPE07741" "YOgnPS13054" "YOgnVI01088" "YOgnWI11666" "YOgnYA14308"
"1953" "OG0003961" "YOgnAN08896" "YOgnME14610" "YOgnMO01631" "YOgnPE14340" "YOgnPS13670" "YOgnVI08506" "YOgnWI11196" "YOgnYA14310"
"1954" "OG0003962" "YOgnAN08900" "YOgnME15691" "YOgnMO02570" "YOgnPE14345" "YOgnPS13675" "YOgnVI08551" "YOgnWI11912" "YOgnYA13337"
"1955" "OG0003963" "YOgnAN08901" "YOgnME14963" "YOgnMO01487" "YOgnPE14346" "YOgnPS13677" "YOgnVI08945" "YOgnWI11074" "YOgnYA13495"
"1956" "OG0003964" "YOgnAN08921" "YOgnME15695" "YOgnMO02414" "YOgnPE04438" "YOgnPS13305" "YOgnVI08666" "YOgnWI11200" "YOgnYA13334"
"1957" "OG0003965" "YOgnAN08924" "YOgnME16161" "YOgnMO01483" "YOgnPE05145" "YOgnPS12205" "YOgnVI08664" "YOgnWI03727" "YOgnYA14284"
"1958" "OG0003966" "YOgnAN08926" "YOgnME16164" "YOgnMO01480" "YOgnPE04208" "YOgnPS10972" "YOgnVI08660" "YOgnWI03725" "YOgnYA14536"
"1959" "OG0003967" "YOgnAN08939" "YOgnME15180" "YOgnMO02677" "YOgnPE04786" "YOgnPS13449" "YOgnVI08580" "YOgnWI11542" "YOgnYA13699"
"1960" "OG0003968" "YOgnAN08942" "YOgnME15177" "YOgnMO11004" "YOgnPE04789" "YOgnPS13446" "YOgnVI10675" "YOgnWI11951" "YOgnYA13695"
"1961" "OG0003970" "YOgnAN08947" "YOgnME15172" "YOgnMO01610" "YOgnPE07937" "YOgnPS12541" "YOgnVI08487" "YOgnWI04026" "YOgnYA13690"
"1962" "OG0003971" "YOgnAN08955" "YOgnME14992" "YOgnMO01947" "YOgnPE04388" "YOgnPS13364" "YOgnVI05545" "YOgnWI11674" "YOgnYA13525"
"1963" "OG0003972" "YOgnAN08956" "YOgnME16242" "YOgnMO01948" "YOgnPE04390" "YOgnPS13363" "YOgnVI05547" "YOgnWI11673" "YOgnYA14607"
"1964" "OG0003973" "YOgnAN08958" "YOgnME15326" "YOgnMO01917" "YOgnPE10256" "YOgnPS12745" "YOgnVI05803" "YOgnWI07560" "YOgnYA12970"
"1965" "OG0003974" "YOgnAN08965" "YOgnME14873" "YOgnMO02521" "YOgnPE07655" "YOgnPS12404" "YOgnVI06169" "YOgnWI11146" "YOgnYA13144"
"1966" "OG0003976" "YOgnAN08977" "YOgnME15785" "YOgnMO08529" "YOgnPE08608" "YOgnPS11440" "YOgnVI10705" "YOgnWI12054" "YOgnYA14726"
"1967" "OG0003977" "YOgnAN08978" "YOgnME16439" "YOgnMO00870" "YOgnPE08607" "YOgnPS11441" "YOgnVI09362" "YOgnWI11107" "YOgnYA14772"
"1968" "OG0003978" "YOgnAN08979" "YOgnME16438" "YOgnMO00869" "YOgnPE08606" "YOgnPS11442" "YOgnVI09363" "YOgnWI04122" "YOgnYA14771"
"1969" "OG0003979" "YOgnAN08982" "YOgnME14655" "YOgnMO01446" "YOgnPE05344" "YOgnPS12947" "YOgnVI06161" "YOgnWI15457" "YOgnYA14521"
"1970" "OG0003980" "YOgnAN08986" "YOgnME15662" "YOgnMO02085" "YOgnPE08598" "YOgnPS12944" "YOgnVI05813" "YOgnWI11153" "YOgnYA13368"
"1971" "OG0003981" "YOgnAN08987" "YOgnME15661" "YOgnMO02084" "YOgnPE08601" "YOgnPS11447" "YOgnVI05811" "YOgnWI11154" "YOgnYA13369"
"1972" "OG0003983" "YOgnAN09000" "YOgnME15901" "YOgnMO01222" "YOgnPE03705" "YOgnPS11694" "YOgnVI05864" "YOgnWI07696" "YOgnYA12729"
"1973" "OG0003984" "YOgnAN09009" "YOgnME15894" "YOgnMO01343" "YOgnPE05283" "YOgnPS12885" "YOgnVI00364" "YOgnWI11941" "YOgnYA12737"
"1974" "OG0003985" "YOgnAN09032" "YOgnME15460" "YOgnMO00770" "YOgnPE05130" "YOgnPS12192" "YOgnVI09259" "YOgnWI11982" "YOgnYA12849"
"1975" "OG0003986" "YOgnAN09033" "YOgnME15459" "YOgnMO00513" "YOgnPE05615" "YOgnPS12877" "YOgnVI05716" "YOgnWI15417" "YOgnYA12850"
"1976" "OG0003987" "YOgnAN09039" "YOgnME15560" "YOgnMO01528" "YOgnPE08620" "YOgnPS11429" "YOgnVI06028" "YOgnWI03766" "YOgnYA13848"
"1977" "OG0003988" "YOgnAN09048" "YOgnME15593" "YOgnMO01242" "YOgnPE08526" "YOgnPS11871" "YOgnVI05882" "YOgnWI00527" "YOgnYA13876"
"1978" "OG0003989" "YOgnAN09058" "YOgnME15790" "YOgnMO02105" "YOgnPE08612" "YOgnPS11437" "YOgnVI06043" "YOgnWI00587" "YOgnYA14731"
"1979" "OG0003990" "YOgnAN09059" "YOgnME15789" "YOgnMO01521" "YOgnPE08611" "YOgnPS11438" "YOgnVI06123" "YOgnWI00588" "YOgnYA14730"
"1980" "OG0003991" "YOgnAN09065" "YOgnME13917" "YOgnMO05655" "YOgnPE12672" "YOgnPS09719" "YOgnVI14403" "YOgnWI13601" "YOgnYA12548"
"1981" "OG0003992" "YOgnAN09066" "YOgnME14242" "YOgnMO01192" "YOgnPE03439" "YOgnPS11722" "YOgnVI05643" "YOgnWI15387" "YOgnYA13945"
"1982" "OG0003994" "YOgnAN09079" "YOgnME14110" "YOgnMO01075" "YOgnPE10337" "YOgnPS12024" "YOgnVI05586" "YOgnWI07452" "YOgnYA14062"
"1983" "OG0003995" "YOgnAN09081" "YOgnME15223" "YOgnMO02018" "YOgnPE10245" "YOgnPS12755" "YOgnVI05962" "YOgnWI11215" "YOgnYA14878"
"1984" "OG0003996" "YOgnAN09086" "YOgnME14644" "YOgnMO02379" "YOgnPE04133" "YOgnPS11468" "YOgnVI08699" "YOgnWI11410" "YOgnYA14532"
"1985" "OG0003997" "YOgnAN09090" "YOgnME16021" "YOgnMO00760" "YOgnPE15293" "YOgnPS11811" "YOgnVI05707" "YOgnWI15322" "YOgnYA14162"
"1986" "OG0003999" "YOgnAN09125" "YOgnME14734" "YOgnMO00986" "YOgnPE08575" "YOgnPS11834" "YOgnVI09484" "YOgnWI15172" "YOgnYA13022"
"1987" "OG0004000" "YOgnAN09127" "YOgnME14731" "YOgnMO01945" "YOgnPE08572" "YOgnPS11836" "YOgnVI05544" "YOgnWI03833" "YOgnYA13020"
"1988" "OG0004001" "YOgnAN09129" "YOgnME14681" "YOgnMO00725" "YOgnPE03834" "YOgnPS11253" "YOgnVI05475" "YOgnWI07499" "YOgnYA12981"
